"species","species_code","model","mean","q2.5","q5","q95","q97.5","excludes_zero_90","excludes_zero_95","ci_conclusion_changes"
"Abert's Towhee","ABTO","anthro",1.03510419833411,-0.0904672157,0.0985481339000001,1.966202815,2.1389155925,TRUE,FALSE,TRUE
"Acadian Flycatcher","ACFL","anthro",-2.9848479844375,-3.36188233,-3.296743515,-2.68063332,-2.62059086,TRUE,TRUE,FALSE
"Acorn Woodpecker","ACWO","anthro",-1.665880107161,-2.6674381225,-2.50497873,-0.793021315500002,-0.6265641375,TRUE,TRUE,FALSE
"Alder Flycatcher","ALFL","anthro",-1.15179745818613,-1.76760663,-1.665513895,-0.652362274000001,-0.56100991025,TRUE,TRUE,FALSE
"Allen's Hummingbird","ALHU","anthro",-0.062883514910635,-1.50744902,-1.278979275,1.12044182,1.350541865,FALSE,FALSE,FALSE
"American Avocet","AMAV","anthro",0.715486139270911,-0.00662906947499999,0.1092763785,1.31819657,1.422430315,TRUE,FALSE,TRUE
"American Bittern","AMBI","anthro",0.0130554503997109,-0.64053031875,-0.539731038,0.5667450205,0.67147826475,FALSE,FALSE,FALSE
"American Black Duck","ABDU","anthro",-1.29972512614309,-2.4859428825,-2.267114945,-0.336158743,-0.168347383250002,TRUE,TRUE,FALSE
"American Coot","AMCO","anthro",-0.0041925239852195,-0.61918664625,-0.52460838,0.5030134205,0.60008226725,FALSE,FALSE,FALSE
"American Crow","AMCR","anthro",0.102849052633317,-0.088146640025,-0.0537676298,0.2546147315,0.28363324475,FALSE,FALSE,FALSE
"American Dipper","AMDI","anthro",-0.219675336948362,-1.40444797,-1.231879575,0.780361988,0.984831389,FALSE,FALSE,FALSE
"American Goldfinch","AMGO","anthro",0.91860393008375,0.72747645725,0.758722305,1.075919815,1.1023090775,TRUE,TRUE,FALSE
"American Kestrel","AMKE","anthro",1.09110646109375,0.87030565575,0.904054003,1.27330367,1.3068229075,TRUE,TRUE,FALSE
"American Oystercatcher","AMOY","anthro",1.69856029184238,0.176983301,0.436299155,2.942590065,3.1702749725,TRUE,TRUE,FALSE
"American Pipit","AMPI","anthro",-0.0282565628422831,-1.9763231675,-1.67732788,1.618680775,1.9320703675,FALSE,FALSE,FALSE
"American Redstart","AMRE","anthro",-2.71020160185,-3.122154655,-3.05554076,-2.372865315,-2.313868545,TRUE,TRUE,FALSE
"American Robin","AMRO","anthro",1.37472475420625,1.2048494175,1.23121713,1.516635085,1.5464429425,TRUE,TRUE,FALSE
"American Three-toed Woodpecker","ATTW","anthro",-0.651503695928523,-2.399702235,-2.12247478,0.862410127999999,1.1352428775,FALSE,FALSE,FALSE
"American White Pelican","AWPE","anthro",0.45387074232024,-0.31248657,-0.1860620575,1.099522945,1.2200001325,FALSE,FALSE,FALSE
"American Wigeon","AMWI","anthro",-0.296887008628967,-0.9916773625,-0.89017651,0.300011077,0.399718925999999,FALSE,FALSE,FALSE
"American Woodcock","AMWO","anthro",-0.223449280207545,-0.88308658,-0.773284448,0.320206028,0.42295389325,FALSE,FALSE,FALSE
"Anhinga","ANHI","anthro",-0.128426588609806,-0.89002495525,-0.7642812815,0.5131084,0.6480076425,FALSE,FALSE,FALSE
"Anna's Hummingbird","ANHU","anthro",0.15784867631113,-0.399099987,-0.311215661,0.63311661,0.72438822825,FALSE,FALSE,FALSE
"Ash-throated Flycatcher","ATFL","anthro",-1.72576329504,-2.2936420175,-2.19837821,-1.25235142,-1.1494477,TRUE,TRUE,FALSE
"Audubon's Oriole","AUOR","anthro",-0.8408016103692,-2.2501257925,-2.011358545,0.384197482999999,0.607556002499999,FALSE,FALSE,FALSE
"Bachman's Sparrow","BACS","anthro",-0.731957881654627,-1.941099405,-1.737793235,0.296200460999999,0.469267927749999,FALSE,FALSE,FALSE
"Baird's Sparrow","BAIS","anthro",0.248264290068334,-0.96414635825,-0.7533687875,1.24947811,1.4176112325,FALSE,FALSE,FALSE
"Bald Eagle","BAEA","anthro",0.281235824883039,-0.026619026,0.02020747665,0.538726573,0.58779157725,TRUE,FALSE,TRUE
"Baltimore Oriole","BAOR","anthro",0.58291651767375,0.320348049,0.364984034,0.8029718235,0.84911608425,TRUE,TRUE,FALSE
"Band-tailed Pigeon","BTPI","anthro",-0.157351564090933,-1.0345576375,-0.893801996,0.5850082555,0.7194023465,FALSE,FALSE,FALSE
"Bank Swallow","BANS","anthro",1.37991960360375,0.70557496825,0.8296195255,1.937588395,2.0215106225,TRUE,TRUE,FALSE
"Barn Swallow","BARS","anthro",1.9071239834625,1.72716995,1.75374752,2.055817245,2.08852777,TRUE,TRUE,FALSE
"Barred Owl","BADO","anthro",-0.47332452549145,-0.7676912625,-0.717330275,-0.232648512,-0.185317975,TRUE,TRUE,FALSE
"Barrow's Goldeneye","BAGO","anthro",-0.533239963254549,-2.4777153125,-2.15662089,1.07127482,1.429014355,FALSE,FALSE,FALSE
"Bay-breasted Warbler","BBWA","anthro",-0.445303390566663,-2.1680482875,-1.89748163,1.014811015,1.304285755,FALSE,FALSE,FALSE
"Bell's Sparrow","BESP","anthro",-0.09329921979104,-1.8228621175,-1.513637945,1.315249475,1.5797552525,FALSE,FALSE,FALSE
"Bell's Vireo","BEVI","anthro",-1.103660118006,-1.726115365,-1.627873705,-0.588305103,-0.48388338825,TRUE,TRUE,FALSE
"Belted Kingfisher","BEKI","anthro",-0.447302345618313,-0.6598207545,-0.6239067755,-0.275660324,-0.2417944675,TRUE,TRUE,FALSE
"Bendire's Thrasher","BETH","anthro",1.01852036240141,-0.3596686435,-0.112440731,2.127747185,2.3691492775,FALSE,FALSE,FALSE
"Bewick's Wren","BEWR","anthro",-1.00934472885325,-1.5229852175,-1.44620834,-0.5675445585,-0.487077936750001,TRUE,TRUE,FALSE
"Black Phoebe","BLPH","anthro",1.42880069294375,0.8798112545,0.9696167945,1.883610325,1.9687494475,TRUE,TRUE,FALSE
"Black Skimmer","BLSK","anthro",-0.102585293456365,-1.5113777925,-1.28107874,1.075263185,1.306512945,FALSE,FALSE,FALSE
"Black Swift","BLSW","anthro",0.121971429301244,-1.4662517725,-1.211432395,1.463493985,1.725167265,FALSE,FALSE,FALSE
"Black Tern","BLTE","anthro",0.0647976680886679,-0.9289570035,-0.76068382,0.891170559,1.055346485,FALSE,FALSE,FALSE
"Black Vulture","BLVU","anthro",0.722095847346637,0.34905742975,0.4042411785,1.03921917,1.09820735,TRUE,TRUE,FALSE
"Black-and-white Warbler","BAWW","anthro",-3.59122062055,-4.0201125825,-3.947726415,-3.23285867,-3.158381605,TRUE,TRUE,FALSE
"Black-backed Woodpecker","BBWO","anthro",-0.466121772999922,-2.232762145,-1.94256346,1.00919101,1.30538554,FALSE,FALSE,FALSE
"Black-bellied Whistling-Duck","BBWD","anthro",1.25661492653537,0.5691595235,0.6830556265,1.826887975,1.9416971725,TRUE,TRUE,FALSE
"Black-billed Cuckoo","BBCU","anthro",-0.805064969305625,-1.1925778675,-1.131709795,-0.4766461815,-0.41636228025,TRUE,TRUE,FALSE
"Black-billed Magpie","BBMA","anthro",1.74133697841,1.13684604,1.23503874,2.244481015,2.3347903875,TRUE,TRUE,FALSE
"Black-capped Chickadee","BCCH","anthro",-0.785724299,-1.0857442,-1.04248637,-0.5281973485,-0.478986328,TRUE,TRUE,FALSE
"Black-capped Vireo","BCVI","anthro",0.111040143021231,-1.75049181,-1.47596542,1.69683422,2.01097079,FALSE,FALSE,FALSE
"Black-chinned Hummingbird","BCHU","anthro",-0.0590853701429762,-0.602668367,-0.5275785565,0.416440023,0.5104409205,FALSE,FALSE,FALSE
"Black-chinned Sparrow","BCSP","anthro",0.129566856140727,-1.8091635275,-1.480967025,1.72361698,2.03374044,FALSE,FALSE,FALSE
"Black-crested Titmouse","BCTI","anthro",0.0715560662600502,-0.954505495,-0.8018532795,0.9469406255,1.100119495,FALSE,FALSE,FALSE
"Black-crowned Night-Heron","BCNH","anthro",0.5513964692413,0.012072864025,0.0981757375000001,1.019922235,1.1026575425,TRUE,TRUE,FALSE
"Black-headed Grosbeak","BHGR","anthro",-0.961872108573637,-1.44966592,-1.374629555,-0.5375944985,-0.449385358,TRUE,TRUE,FALSE
"Black-necked Stilt","BNST","anthro",1.12720450906175,0.450497311,0.5601551395,1.683151265,1.7948611625,TRUE,TRUE,FALSE
"Black-tailed Gnatcatcher","BTGN","anthro",-2.3616329263075,-3.3867061325,-3.21752288,-1.491280265,-1.3144550925,TRUE,TRUE,FALSE
"Black-throated Blue Warbler","BTBW","anthro",-4.6301635032875,-5.6817882575,-5.49585497,-3.74245512,-3.5742026725,TRUE,TRUE,FALSE
"Black-throated Gray Warbler","BTYW","anthro",-2.00699288104375,-3.057989415,-2.898587535,-1.145958575,-0.987166973250001,TRUE,TRUE,FALSE
"Black-throated Green Warbler","BTNW","anthro",-4.8782001509,-5.64614284,-5.53640647,-4.195460065,-4.0721423375,TRUE,TRUE,FALSE
"Black-throated Sparrow","BTSP","anthro",-2.9512556279275,-4.1779163175,-3.95899153,-1.92344259,-1.71325936,TRUE,TRUE,FALSE
"Blackburnian Warbler","BLBW","anthro",-4.0032259676875,-4.9786833625,-4.83111158,-3.16136951,-2.9890766225,TRUE,TRUE,FALSE
"Blackpoll Warbler","BLPW","anthro",-0.448670209894301,-2.297734605,-1.996162805,1.116694295,1.3895082325,FALSE,FALSE,FALSE
"Blue Grosbeak","BLGR","anthro",0.219058375359393,-0.023078933,0.0192578727,0.4205038665,0.45593006875,TRUE,FALSE,TRUE
"Blue Jay","BLJA","anthro",0.176410528061325,0.031038300125,0.05472456765,0.2962494295,0.3217611805,TRUE,TRUE,FALSE
"Blue-gray Gnatcatcher","BGGN","anthro",-2.0199395022,-2.2852695525,-2.243408795,-1.796705745,-1.7478803475,TRUE,TRUE,FALSE
"Blue-headed Vireo","BHVI","anthro",-4.6159951640875,-5.2448435575,-5.15338552,-4.084523495,-3.9817875875,TRUE,TRUE,FALSE
"Blue-winged Teal","BWTE","anthro",0.887666336651125,0.400728496,0.480125104,1.29299108,1.3759152825,TRUE,TRUE,FALSE
"Blue-winged Warbler","BWWA","anthro",-1.93485526702625,-2.5429630875,-2.449685445,-1.42780955,-1.32318904,TRUE,TRUE,FALSE
"Boat-tailed Grackle","BTGR","anthro",0.468235530529573,-0.563759914,-0.403763065,1.366288285,1.5231337525,FALSE,FALSE,FALSE
"Bobolink","BOBO","anthro",0.67305799151178,0.1617016125,0.244587181,1.099566825,1.1772408825,TRUE,TRUE,FALSE
"Boreal Chickadee","BOCH","anthro",-0.308573028942931,-2.1817706025,-1.901810455,1.336153385,1.64417481,FALSE,FALSE,FALSE
"Botteri's Sparrow","BOSP","anthro",-0.732078521673658,-2.1631998675,-1.937361445,0.484661651499998,0.747715399249999,FALSE,FALSE,FALSE
"Brewer's Blackbird","BRBL","anthro",1.9741837064875,1.5347720725,1.60534343,2.33682416,2.395280935,TRUE,TRUE,FALSE
"Brewer's Sparrow","BRSP","anthro",-1.57763809866375,-2.35198478,-2.21941391,-0.9424295835,-0.826331247,TRUE,TRUE,FALSE
"Bridled Titmouse","BRTI","anthro",0.259857574995526,-1.6016806575,-1.28443417,1.81485668,2.101443115,FALSE,FALSE,FALSE
"Broad-billed Hummingbird","BBIH","anthro",0.010423681592875,-1.998868165,-1.638419335,1.689217685,1.9858618175,FALSE,FALSE,FALSE
"Broad-tailed Hummingbird","BTAH","anthro",-1.82396084519156,-3.1944478225,-2.973324055,-0.674986662000001,-0.462766279250001,TRUE,TRUE,FALSE
"Broad-winged Hawk","BWHA","anthro",-1.53712295817375,-1.85957063,-1.803705435,-1.265316845,-1.216777235,TRUE,TRUE,FALSE
"Bronzed Cowbird","BROC","anthro",0.239343867579399,-0.6248493705,-0.4823453775,0.9596525915,1.0839666875,FALSE,FALSE,FALSE
"Brown Creeper","BRCR","anthro",-2.0742118093,-2.589217185,-2.507415775,-1.64125625,-1.5619634775,TRUE,TRUE,FALSE
"Brown Pelican","BRPE","anthro",-0.680667447464747,-2.1588789125,-1.94516343,0.601516787999999,0.86467403725,FALSE,FALSE,FALSE
"Brown Thrasher","BRTH","anthro",0.63933231052875,0.47115493075,0.497750595,0.7828453185,0.81370501775,TRUE,TRUE,FALSE
"Brown-crested Flycatcher","BCFL","anthro",-1.44527757876871,-2.6121108875,-2.416221525,-0.4674546125,-0.279481967250001,TRUE,TRUE,FALSE
"Brown-headed Cowbird","BHCO","anthro",1.03590324927125,0.88987689275,0.9105018445,1.159697135,1.1801840575,TRUE,TRUE,FALSE
"Brown-headed Nuthatch","BHNU","anthro",-1.2211910703025,-1.8398434825,-1.7264151,-0.7242723245,-0.629909613750001,TRUE,TRUE,FALSE
"Bufflehead","BUFF","anthro",-0.744847117838548,-2.02185279,-1.82515556,0.317190161999999,0.5309723505,FALSE,FALSE,FALSE
"Bullock's Oriole","BUOR","anthro",0.712758137525125,0.30514810075,0.368584275,1.053923835,1.1212624,TRUE,TRUE,FALSE
"Burrowing Owl","BUOW","anthro",0.0275942665847588,-0.54994287425,-0.4633523245,0.5172967865,0.601829307499999,FALSE,FALSE,FALSE
"Bushtit","BUSH","anthro",0.721176997153939,0.00765321371750003,0.122835396,1.30366806,1.430096215,TRUE,TRUE,FALSE
"Cactus Wren","CACW","anthro",-1.91019592139075,-2.9279779925,-2.776723485,-1.04322096,-0.859023883,TRUE,TRUE,FALSE
"California Gull","CAGU","anthro",0.813788871316165,-0.287845101,-0.1099855665,1.71847649,1.905821065,FALSE,FALSE,FALSE
"California Quail","CAQU","anthro",0.6617118454348,-0.01984387125,0.098815626,1.2216306,1.3291055525,TRUE,FALSE,TRUE
"California Scrub-Jay","CASJ","anthro",-0.163879146115855,-0.89019002425,-0.7782256745,0.439818976,0.5612677985,FALSE,FALSE,FALSE
"California Thrasher","CATH","anthro",-0.551246111281465,-1.9479584275,-1.712613125,0.602345881999999,0.834705706249995,FALSE,FALSE,FALSE
"California Towhee","CALT","anthro",-0.719900619037682,-1.52131762,-1.39023598,-0.0618325568000002,0.0810246583999993,TRUE,FALSE,TRUE
"Calliope Hummingbird","CAHU","anthro",-0.190583406697435,-1.5141064225,-1.300583105,0.898457950999998,1.1153022725,FALSE,FALSE,FALSE
"Canada Goose","CANG","anthro",1.44487890326875,1.0932150525,1.150145445,1.74933766,1.806697985,TRUE,TRUE,FALSE
"Canada Jay","CAJA","anthro",-2.26986313706883,-3.7894536025,-3.54539702,-1.01150639,-0.771798078750001,TRUE,TRUE,FALSE
"Canada Warbler","CAWA","anthro",-2.90116339737625,-3.97687464,-3.829024475,-1.97646786,-1.8140173475,TRUE,TRUE,FALSE
"Canvasback","CANV","anthro",-0.161609140381296,-1.16422248,-1.003629135,0.6869825285,0.842757232499999,FALSE,FALSE,FALSE
"Canyon Towhee","CANT","anthro",-1.50513288830141,-2.8655572275,-2.640554735,-0.382107849000002,-0.169276531750001,TRUE,TRUE,FALSE
"Canyon Wren","CANW","anthro",-0.303941570847788,-1.47492762,-1.272529855,0.654062281499999,0.85810251925,FALSE,FALSE,FALSE
"Cape May Warbler","CMWA","anthro",-1.42313473449043,-3.0517161425,-2.783051095,-0.0294623991000041,0.249649973,TRUE,FALSE,TRUE
"Carolina Chickadee","CACH","anthro",-0.761846921063125,-0.97491746875,-0.9426986585,-0.580100372,-0.5416711175,TRUE,TRUE,FALSE
"Carolina Wren","CARW","anthro",-0.113258033614469,-0.30466115225,-0.274044264,0.0489118317,0.0794109440249999,FALSE,FALSE,FALSE
"Caspian Tern","CATE","anthro",-0.0404681405661557,-0.901472692,-0.742484083,0.661861943,0.824461505,FALSE,FALSE,FALSE
"Cassin's Finch","CAFI","anthro",-2.32709818565875,-3.330111115,-3.164883355,-1.490017775,-1.318285335,TRUE,TRUE,FALSE
"Cassin's Kingbird","CAKI","anthro",0.0282179738338875,-1.18644144,-0.992818417,1.05847916,1.2896340275,FALSE,FALSE,FALSE
"Cassin's Sparrow","CASP","anthro",-1.83239551066875,-2.456717995,-2.35086545,-1.29528788,-1.1851175125,TRUE,TRUE,FALSE
"Cassin's Vireo","CAVI","anthro",-0.61238064810712,-2.180376645,-1.924130585,0.6780676095,0.9153850645,FALSE,FALSE,FALSE
"Cattle Egret","CAEG","anthro",1.71434892090875,1.1093329975,1.20452722,2.22187239,2.32363019,TRUE,TRUE,FALSE
"Cave Swallow","CASW","anthro",0.668579646586229,-0.47221303675,-0.275423207,1.63099593,1.80957789,FALSE,FALSE,FALSE
"Cedar Waxwing","CEDW","anthro",-0.0543831807996835,-0.30396083125,-0.2646468535,0.158724222,0.20065051525,FALSE,FALSE,FALSE
"Cerulean Warbler","CERW","anthro",-2.48931951546125,-3.4172441025,-3.27282455,-1.70854201,-1.54997249,TRUE,TRUE,FALSE
"Chestnut-backed Chickadee","CBCH","anthro",-1.8865987386035,-2.7611587725,-2.615215685,-1.128980095,-0.979285289,TRUE,TRUE,FALSE
"Chestnut-collared Longspur","CCLO","anthro",0.000394161359293125,-1.0236030375,-0.872006798,0.884864218999999,1.037441675,FALSE,FALSE,FALSE
"Chestnut-sided Warbler","CSWA","anthro",-2.9630602436875,-3.5188663625,-3.43159707,-2.499376685,-2.41635553,TRUE,TRUE,FALSE
"Chihuahuan Raven","CHRA","anthro",-0.529092281745505,-1.4812893825,-1.30552793,0.276195677,0.4369525455,FALSE,FALSE,FALSE
"Chimney Swift","CHSW","anthro",1.2261400053125,0.9829556175,1.019647035,1.43875754,1.47818217,TRUE,TRUE,FALSE
"Chipping Sparrow","CHSP","anthro",-0.637635943089375,-0.8658445395,-0.829680672,-0.448327011,-0.41194807125,TRUE,TRUE,FALSE
"Chuck-will's-widow","CWWI","anthro",-1.648707974245,-2.202426825,-2.113934225,-1.192453355,-1.09874761,TRUE,TRUE,FALSE
"Chukar","CHUK","anthro",-0.232816056045108,-1.4881783075,-1.26917578,0.833319164,1.02167515,FALSE,FALSE,FALSE
"Cinnamon Teal","CITE","anthro",0.451557319062978,-0.22468157925,-0.1246495795,1.02490759,1.1338417575,FALSE,FALSE,FALSE
"Clapper Rail","CLRA","anthro",-2.15453154102513,-3.4132783425,-3.219421385,-1.049659145,-0.837364194000002,TRUE,TRUE,FALSE
"Clark's Grebe","CLGR","anthro",-0.282818105349012,-1.54563588,-1.334146985,0.742238397999999,0.940859817249999,FALSE,FALSE,FALSE
"Clark's Nutcracker","CLNU","anthro",-2.45460010978325,-3.8151136075,-3.58707784,-1.309961335,-1.0732551575,TRUE,TRUE,FALSE
"Clay-colored Sparrow","CCSP","anthro",0.929960290125156,0.251605486,0.3567560065,1.497924355,1.60653951,TRUE,TRUE,FALSE
"Cliff Swallow","CLSW","anthro",1.02932478693375,0.6145060835,0.6793958205,1.373878005,1.4422220025,TRUE,TRUE,FALSE
"Common Gallinule","COGA","anthro",-0.180170997260725,-0.95693284075,-0.8331360015,0.4871415935,0.61879476525,FALSE,FALSE,FALSE
"Common Goldeneye","COGO","anthro",-0.614626232866532,-1.890836215,-1.669947515,0.4482803995,0.641690733999999,FALSE,FALSE,FALSE
"Common Grackle","COGR","anthro",2.869642187975,2.6691395125,2.70233769,3.038372725,3.0659667,TRUE,TRUE,FALSE
"Common Ground-Dove","COGD","anthro",0.480422391299144,-0.14154071,-0.0506112461,1.01444389,1.119443465,FALSE,FALSE,FALSE
"Common Loon","COLO","anthro",-1.34919606445902,-2.2213169575,-2.085157005,-0.598840722,-0.46051623,TRUE,TRUE,FALSE
"Common Merganser","COME","anthro",-1.1521921325085,-1.789366445,-1.688142965,-0.618141766500001,-0.52195284,TRUE,TRUE,FALSE
"Common Nighthawk","CONI","anthro",-0.614632112762,-0.9260755165,-0.8744069435,-0.359813996,-0.3155312785,TRUE,TRUE,FALSE
"Common Pauraque","COPA","anthro",0.846147910731104,-0.075564713,0.07982326585,1.639876875,1.793601245,TRUE,FALSE,TRUE
"Common Poorwill","COPO","anthro",-1.18408999858766,-2.051101215,-1.91681054,-0.455218781,-0.306685276750001,TRUE,TRUE,FALSE
"Common Raven","CORA","anthro",-0.421379900780637,-0.68915506625,-0.6456582865,-0.1983182655,-0.15547588925,TRUE,TRUE,FALSE
"Common Tern","COTE","anthro",-0.704469885298752,-1.9758691575,-1.795324785,0.3742630175,0.624181704999999,FALSE,FALSE,FALSE
"Common Yellowthroat","COYE","anthro",0.0433395153479011,-0.15452042125,-0.1219640305,0.2120312195,0.24227133175,FALSE,FALSE,FALSE
"Connecticut Warbler","CONW","anthro",-1.33700847759378,-3.1049462525,-2.83388587,0.148506491499999,0.416262892499999,FALSE,FALSE,FALSE
"Cooper's Hawk","COHA","anthro",0.508297396471875,0.320197244,0.3493853905,0.6652458905,0.69677070325,TRUE,TRUE,FALSE
"Cordilleran Flycatcher","COFL","anthro",-0.500633434239059,-1.736803655,-1.52653748,0.526764243,0.72273955325,FALSE,FALSE,FALSE
"Costa's Hummingbird","COHU","anthro",-0.9635159325181,-2.393345045,-2.150680895,0.270717404,0.499578449499998,FALSE,FALSE,FALSE
"Couch's Kingbird","COKI","anthro",-0.0480364862001363,-1.12358457,-0.9441504665,0.839381994499999,1.0242212,FALSE,FALSE,FALSE
"Crested Caracara","CRCA","anthro",1.04159501427775,0.43023639225,0.5298981765,1.549427665,1.64196889,TRUE,TRUE,FALSE
"Crissal Thrasher","CRTH","anthro",0.132496007787663,-1.0950443725,-0.900176558,1.17358616,1.3474092,FALSE,FALSE,FALSE
"Curve-billed Thrasher","CBTH","anthro",-0.715735700751909,-1.4750893525,-1.355800545,-0.0538682883000009,0.0929820827999994,TRUE,FALSE,TRUE
"Dark-eyed Junco","DEJU","anthro",-3.036458718425,-3.661990435,-3.565344615,-2.49931739,-2.3794669925,TRUE,TRUE,FALSE
"Dickcissel","DICK","anthro",2.24976798078125,1.9185882475,1.9688198,2.52867477,2.5835853575,TRUE,TRUE,FALSE
"Double-crested Cormorant","DCCO","anthro",-0.0826047392651908,-0.60356851,-0.5350194185,0.3889911585,0.48102243325,FALSE,FALSE,FALSE
"Downy Woodpecker","DOWO","anthro",-0.2658405158083,-0.415950176,-0.3866515035,-0.146007418,-0.12256678475,TRUE,TRUE,FALSE
"Dusky Flycatcher","DUFL","anthro",-2.97660991610625,-3.9573757375,-3.792997,-2.152805235,-1.988646555,TRUE,TRUE,FALSE
"Dusky Grouse","DUGR","anthro",-0.340576789681776,-1.87748855,-1.617772615,0.946289319,1.17848663,FALSE,FALSE,FALSE
"Dusky-capped Flycatcher","DCFL","anthro",-0.0646550671357932,-2.038916955,-1.71294802,1.553614395,1.900797285,FALSE,FALSE,FALSE
"Eared Grebe","EAGR","anthro",-0.85439802869211,-2.133203265,-1.92232074,0.232290929999999,0.45093953925,FALSE,FALSE,FALSE
"Eastern Bluebird","EABL","anthro",0.285957594858599,0.08717228775,0.1187430515,0.450334733,0.4827820815,TRUE,TRUE,FALSE
"Eastern Kingbird","EAKI","anthro",0.891342671083125,0.696885509,0.7270921905,1.052824855,1.084662095,TRUE,TRUE,FALSE
"Eastern Meadowlark","EAME","anthro",2.29694096825,2.0024011075,2.05393898,2.545212175,2.59257152,TRUE,TRUE,FALSE
"Eastern Phoebe","EAPH","anthro",-0.5412312946025,-0.743622377,-0.7095258335,-0.3790633655,-0.3529527875,TRUE,TRUE,FALSE
"Eastern Screech-Owl","EASO","anthro",-0.235541398484145,-0.7701640255,-0.6804435975,0.2068707735,0.28793534125,FALSE,FALSE,FALSE
"Eastern Towhee","EATO","anthro",-1.4895631397875,-1.7444104575,-1.698586885,-1.27850715,-1.2365836375,TRUE,TRUE,FALSE
"Eastern Whip-poor-will","EWPW","anthro",-0.940822099533334,-1.6458902875,-1.522782575,-0.3508591565,-0.22857012825,TRUE,TRUE,FALSE
"Eastern Wood-Pewee","EAWP","anthro",-1.33332773895875,-1.540900995,-1.5087793,-1.159482545,-1.1241975575,TRUE,TRUE,FALSE
"Eurasian Collared-Dove","EUCD","anthro",2.8113929246375,2.5330539725,2.58232847,3.04353503,3.080430215,TRUE,TRUE,FALSE
"Eurasian Tree Sparrow","ETSP","anthro",-0.386251573268854,-1.75892715,-1.534867105,0.7795741845,1.00913436,FALSE,FALSE,FALSE
"European Starling","EUST","anthro",3.202124099925,2.971074125,3.0098208,3.389628915,3.4286874575,TRUE,TRUE,FALSE
"Evening Grosbeak","EVGR","anthro",-2.10255358589875,-3.1169735075,-2.960815925,-1.240135,-1.08558021,TRUE,TRUE,FALSE
"Ferruginous Hawk","FEHA","anthro",-0.794454430050406,-1.3778321975,-1.29141697,-0.3004860785,-0.194365635,TRUE,TRUE,FALSE
"Field Sparrow","FISP","anthro",-0.159204584893935,-0.48411867775,-0.433921632,0.113034795,0.16064465475,FALSE,FALSE,FALSE
"Fish Crow","FICR","anthro",0.498275903956611,0.10237277225,0.170172411,0.8201624505,0.882725141,TRUE,TRUE,FALSE
"Florida Scrub-Jay","FLSJ","anthro",0.51915611554509,-1.1722718925,-0.8996650895,1.962090795,2.2227131975,FALSE,FALSE,FALSE
"Forster's Tern","FOTE","anthro",-0.47076425327521,-1.3472107925,-1.209700245,0.295225467,0.422042312249999,FALSE,FALSE,FALSE
"Fox Sparrow","FOSP","anthro",-1.66830407665263,-3.1720351025,-2.93479502,-0.395878275,-0.1280020475,TRUE,TRUE,FALSE
"Franklin's Gull","FRGU","anthro",1.8925766241726,0.647586184,0.8577230345,2.941950125,3.127218945,TRUE,TRUE,FALSE
"Fulvous Whistling-Duck","FUWD","anthro",1.813586529849,0.66144755625,0.867168183,2.726735345,2.90473374,TRUE,TRUE,FALSE
"Gadwall","GADW","anthro",0.0107674514135571,-0.66227259,-0.549748262,0.571851707,0.67612690175,FALSE,FALSE,FALSE
"Gambel's Quail","GAQU","anthro",0.0921681416017838,-1.07457101,-0.8878465155,1.079219715,1.27479544,FALSE,FALSE,FALSE
"Gila Woodpecker","GIWO","anthro",-1.02071886814224,-2.64436724,-2.369784195,0.377095677999998,0.63207120375,FALSE,FALSE,FALSE
"Gilded Flicker","GIFL","anthro",-1.03172962211161,-2.589285085,-2.374358805,0.274499751999999,0.507925351499999,FALSE,FALSE,FALSE
"Glaucous-winged Gull","GWGU","anthro",1.10031546570838,-0.57790228275,-0.2882852825,2.479149235,2.7197960575,FALSE,FALSE,FALSE
"Glossy Ibis","GLIB","anthro",0.196757963794952,-1.0841733375,-0.8857148965,1.253943185,1.4599962425,FALSE,FALSE,FALSE
"Golden Eagle","GOEA","anthro",-0.107032575962244,-0.69240663675,-0.594189445,0.372319525,0.468369511499999,FALSE,FALSE,FALSE
"Golden-cheeked Warbler","GCWA","anthro",-0.107176919337373,-2.0622472475,-1.767066155,1.56378865,1.89456412,FALSE,FALSE,FALSE
"Golden-crowned Kinglet","GCKI","anthro",-3.3768760016125,-4.1646566175,-4.024368215,-2.71333808,-2.5732639775,TRUE,TRUE,FALSE
"Golden-fronted Woodpecker","GFWO","anthro",-0.984156594695311,-1.9189998775,-1.76153078,-0.211134139,-0.0599449581750007,TRUE,TRUE,FALSE
"Golden-winged Warbler","GWWA","anthro",-1.86876816953975,-2.9372180225,-2.77171845,-0.9452709655,-0.763484342250002,TRUE,TRUE,FALSE
"Grace's Warbler","GRWA","anthro",-0.051847214471945,-1.916752115,-1.634386785,1.509215255,1.7898004825,FALSE,FALSE,FALSE
"Grasshopper Sparrow","GRSP","anthro",0.157962768404195,-0.184965119,-0.131594943,0.4448974045,0.4975937195,FALSE,FALSE,FALSE
"Gray Catbird","GRCA","anthro",-0.110340777733207,-0.33949048475,-0.301354311,0.0806362186,0.11874771725,FALSE,FALSE,FALSE
"Gray Flycatcher","GRFL","anthro",-0.81530110831755,-2.2145694425,-1.982815725,0.352886009999999,0.56562149175,FALSE,FALSE,FALSE
"Gray Hawk","GRHA","anthro",-0.123340219319119,-2.1270551675,-1.75152068,1.532375855,1.8675077225,FALSE,FALSE,FALSE
